symbol,gene_id,treatment_splicing_P,treatment_over_time_splicing_P
CG42269,FBgn0259164,6.62234E-05,0.009776704
CR45177,FBgn0266687,0.187838195,0.009844409
Dscam2,FBgn0265296,0.562968171,0.009908394
fred,FBgn0051774,0.01060118,0.010071292
CG33172,FBgn0053172,0.057500179,0.01007861
spartin,FBgn0037265,0.986497834,0.010122036
holn1,FBgn0032250,0.884378373,0.010163521
CG40470,FBgn0058470,0.610364086,0.010181411
CG8184,FBgn0030674,0.517176829,0.010208374
Trs31,FBgn0266723,0.639876123,0.010237921
stau,FBgn0003520,0.518171898,0.010334487
su(sable),FBgn0003575,0.432529654,0.010341829
Alp4,FBgn0016123,0.654467259,0.010347506
Plc21C,FBgn0004611,0.670917825,0.010349755
CG17834,FBgn0028394,0.028583166,0.010361435
noc,FBgn0005771,0.720439249,0.010371405
CG5697,FBgn0038846,0.692102712,0.010387065
CG7029,FBgn0039026,0.521583879,0.010437476
Tektin-C,FBgn0035638,0.548790828,0.01046161
TppII,FBgn0020370,0.864770682,0.010599718
Gclc,FBgn0040319,0.424906617,0.010672213
Ubc7,FBgn0267384,0.119061988,0.010796288
CG8483,FBgn0038126,0.482241989,0.010803075
Psf3,FBgn0030196,0.135783475,0.010906187
RpS14b,FBgn0004404,0.76680633,0.010916734
CG14015,FBgn0031716,0.763777509,0.010935699
NimB1,FBgn0027929,0.047096908,0.010969667
CkIIalpha-i1,FBgn0015025,0.47875105,0.011043159
not,FBgn0013717,0.855146596,0.011121365
CG4842,FBgn0036620,0.617414473,0.011186797
CG5013,FBgn0038396,0.904012473,0.011260375
CG6073,FBgn0039417,0.059039711,0.011279979
calypso,FBgn0262166,0.923068748,0.011335313
CG11456,FBgn0037031,0.364210362,0.011398232
tant,FBgn0028980,0.898202721,0.01140075
TSG101,FBgn0036666,0.237484727,0.011401252
Cda4,FBgn0052499,0.151165757,0.011417972
CG7367,FBgn0031976,0.000378223,0.011441628
CG45076,FBgn0266446,0.011576749,0.011454494
CG4866,FBgn0034232,0.957902722,0.011501403
CG31221,FBgn0051221,0.888074368,0.011585685
cib,FBgn0026084,0.790869326,0.011615374
gl,FBgn0004618,0.130998451,0.011636874
Clic,FBgn0030529,0.969871769,0.011663016
Dscam1,FBgn0033159,0.952521144,0.011672503
Sply,FBgn0010591,0.948346216,0.011676401
GCS2alpha,FBgn0027588,0.012483241,0.011677632
Cyp6a22,FBgn0013773,0.025604093,0.011696467
CG43897,FBgn0264489,0.13284731,0.011749848
CG15773,FBgn0029795,0.039076523,0.011758474
Cyp6g1,FBgn0025454,0.986037138,0.011770906
CG8173,FBgn0030864,0.341667997,0.011821449
CG2701,FBgn0024973,0.255905555,0.011915123
CG4297,FBgn0031258,0.957914633,0.011940619
Cyp4aa1,FBgn0034053,0.580672754,0.011943124
Bap55,FBgn0025716,0.763861004,0.011955193
CG3909,FBgn0027524,0.484514815,0.011975871
mei-W68,FBgn0002716,0.198707767,0.011978855
CG18004,FBgn0033566,0.045734373,0.01198219
Diap1,FBgn0260635,0.196484538,0.012000666
CG32407,FBgn0052407,0.212159643,0.012163855
CG1416,FBgn0032961,0.029194256,0.012225073
Paf-AHalpha,FBgn0025809,0.09272588,0.012354999
CG11134,FBgn0030518,0.114286814,0.012473736
CASK,FBgn0013759,0.386161003,0.012491431
mtRNApol,FBgn0261938,0.006604255,0.012621504
mnd,FBgn0002778,0.613200153,0.012641443
tinc,FBgn0261649,0.239874875,0.012646111
FBXO11,FBgn0037760,0.000271191,0.012647298
CG6041,FBgn0029826,0.583393154,0.012671158
ninaB,FBgn0002937,0.695490305,0.012704712
D2hgdh,FBgn0023507,0.911380914,0.01272727
MED6,FBgn0024330,0.888421205,0.012786634
Rif1,FBgn0050085,0.931477571,0.012806318
LRP1,FBgn0053087,0.066359812,0.012814725
CG5321,FBgn0030575,0.522409911,0.012848531
CtsB1,FBgn0030521,0.803526731,0.01288678
CG10866,FBgn0035475,0.866801245,0.012995861
CG8547,FBgn0033919,0.866857578,0.013015628
CG6847,FBgn0030884,0.5408953,0.013038363
NKCC,FBgn0051547,0.165599808,0.013092566
fne,FBgn0086675,0.299399079,0.013096727
CG17294,FBgn0032032,0.353372619,0.01311133
Mlc1,FBgn0002772,0.802795234,0.01322758
CG8485,FBgn0033915,0.247447089,0.013237297
fbl,FBgn0011205,0.434391842,0.013307858
CG17078,FBgn0086855,0.021028769,0.013318803
CG5830,FBgn0036556,0.673697434,0.013329625
dnc,FBgn0000479,0.576845248,0.013360328
Hr4,FBgn0264562,0.160944695,0.013389509
alt,FBgn0038535,0.696372007,0.013393879
mam,FBgn0002643,0.857043162,0.013453017
CG1354,FBgn0030151,0.995140053,0.013544471
Nlg3,FBgn0083963,0.241659616,0.013545798
RhoGAP68F,FBgn0036257,0.056103299,0.013559291
CG13921,FBgn0035267,0.793993533,0.013566021
cd,FBgn0263986,0.048905986,0.013628484
Pdcd4,FBgn0030520,0.830988259,0.013683035
CG10175,FBgn0039084,0.11700603,0.013686262
ND-23,FBgn0017567,0.863049713,0.01371021
Nrx-IV,FBgn0013997,0.489558146,0.013822292
pst,FBgn0035770,0.102204587,0.013836454
LanA,FBgn0002526,0.759256154,0.013863833
Maf1,FBgn0267861,0.299176544,0.014000015
CG11882,FBgn0039642,0.012832232,0.014222974
CG8368,FBgn0035707,0.417909742,0.014278592
CG10011,FBgn0039590,0.281410964,0.014307504
Meltrin,FBgn0265140,0.005305606,0.014345067
Sbf,FBgn0025802,0.827522082,0.014360445
CG32243,FBgn0052243,0.407176884,0.014414431
CG30109,FBgn0050109,0.202685501,0.014457445
Nf1,FBgn0015269,0.354333904,0.014544386
CG17994,FBgn0033072,0.165569575,0.014640403
SIFaR,FBgn0038880,0.935471984,0.014713644
Ppn,FBgn0003137,0.853150415,0.014786783
CG32473,FBgn0052473,0.538938847,0.014792763
Rab39,FBgn0029959,0.889301154,0.014921598
CG12795,FBgn0031535,0.889301154,0.014921598
Mtch,FBgn0027786,0.79143906,0.014933086
CG7600,FBgn0064766,0.641250752,0.014964205
CG4972,FBgn0032217,0.922239012,0.014981344
CG13605,FBgn0039150,0.577097282,0.014997451
Ttd14,FBgn0284257,0.009647169,0.014998489
CG16756,FBgn0029765,0.378507712,0.015010262
Ptp61F,FBgn0267487,0.045297135,0.015030469
CG11095,FBgn0030528,0.150320401,0.015042709
Actbeta,FBgn0024913,0.630212646,0.015065124
CG18367,FBgn0034460,0.344240146,0.015163261
spz4,FBgn0032362,0.151480639,0.015249988
uzip,FBgn0004055,0.549664892,0.015342502
Frq2,FBgn0083228,0.273584881,0.015359858
CG15210,FBgn0040850,0.037664683,0.015480548
CG8111,FBgn0035825,0.658121195,0.015502792
CG6800,FBgn0038902,0.515453302,0.01557822
CG11873,FBgn0039633,0.3546054,0.015651861
sowah,FBgn0036302,0.288180527,0.015765569
CG14435,FBgn0029911,0.14044159,0.015829914
CG12428,FBgn0039543,0.878506429,0.01594046
mei-P26,FBgn0026206,0.066702116,0.015992821
Dop1R2,FBgn0266137,0.997782402,0.016037914
CG8067,FBgn0033891,0.00978864,0.016040776
CG3397,FBgn0037975,0.081338318,0.016043686
Pex19,FBgn0032407,0.743267431,0.01605765
CG32641,FBgn0052641,0.191179188,0.016127924
CG9776,FBgn0027866,0.303147696,0.016199077
Cyp311a1,FBgn0030367,0.034939456,0.016242417
Mtpalpha,FBgn0028479,0.494847423,0.01625005
Gtp-bp,FBgn0010391,0.006867318,0.016261669
CG10082,FBgn0034644,0.186362362,0.016335043
CG10874,FBgn0031395,0.047860184,0.016345135
crp,FBgn0001994,0.009615765,0.016347142
vls,FBgn0003978,0.892737011,0.016355273
Caf1-180,FBgn0030054,0.015814134,0.016439838
Irbp,FBgn0011774,0.59791551,0.016488783
or,FBgn0003008,0.705224169,0.016518827
CG44014,FBgn0264776,0.043828286,0.01654407
Usp47,FBgn0016756,1,0.01662262
CG4829,FBgn0030796,0.971550175,0.016651918
futsch,FBgn0259108,0.99996498,0.016674976
312,FBgn0029514,0.177406196,0.016712568
Hr96,FBgn0015240,0.197038828,0.016734541
Naa30A,FBgn0024362,0.061841996,0.016768615
Saf6,FBgn0031281,0.086485402,0.016840185
CG13331,FBgn0033850,0.442605168,0.016847227
Tlk,FBgn0283657,0.383111164,0.016851781
CR32385,FBgn0047205,0.223797903,0.016967368
CG4858,FBgn0037011,0.122492532,0.017016286
GLaz,FBgn0033799,0.278863357,0.017020457
CG14223,FBgn0031053,0.867154479,0.017176745
CG12483,FBgn0040688,0.451930574,0.017262843
CG30345,FBgn0050345,0.002494139,0.017378705
nAChRalpha5,FBgn0028875,0.068336326,0.017400214
mib1,FBgn0263601,0.542146031,0.017439625
CG2852,FBgn0034753,0.96838312,0.017546232
Neto,FBgn0265416,0.290381751,0.017648557
Abp1,FBgn0036372,0.746306015,0.017743127
pch2,FBgn0051453,0.742678239,0.017886671
CG11807,FBgn0033996,0.568583284,0.01793057
CG12674,FBgn0031388,0.152057271,0.01793292
CG11790,FBgn0039265,0.922692371,0.018084251
CG3894,FBgn0035059,0.199322242,0.018109046
E2f2,FBgn0024371,0.223790283,0.018192383
CG9451,FBgn0036876,0.039527622,0.018441041
MESR6,FBgn0036846,0.449715147,0.018456308
fdl,FBgn0045063,0.990212534,0.018483008
mRpS31,FBgn0036557,0.472543934,0.018550305
CG12355,FBgn0040805,0.592665686,0.018570103
Cyp4d20,FBgn0035344,0.24150461,0.018597584
Trs20,FBgn0266724,0.834775473,0.018611268
ari-2,FBgn0025186,0.941511186,0.018626282
rgr,FBgn0267792,0.558509213,0.01864318
CG15098,FBgn0034398,0.010197492,0.01867444
Rb97D,FBgn0004903,0.608338664,0.018716862
CG1628,FBgn0030218,0.002236615,0.01875844
betaCOP,FBgn0008635,0.331865978,0.018790264
CG17322,FBgn0027070,0.172855775,0.018988174
Obp19c,FBgn0031111,0.921013626,0.019052058
AdenoK,FBgn0036337,0.166435653,0.019076949
acj6,FBgn0000028,0.477279393,0.019098201
CG17121,FBgn0039043,0.218094387,0.019110688
ppk22,FBgn0051105,0.164668829,0.019125768
CG2233,FBgn0029990,0.027820592,0.019171397
mRpL24,FBgn0031651,0.280632843,0.019187371
CG42613,FBgn0261262,0.787020649,0.019230917
Rrp45,FBgn0030789,0.416819179,0.01932865
scat,FBgn0011232,0.451930574,0.01933201
CG10166,FBgn0032799,0.451930574,0.01933201
CG31935,FBgn0051935,0.153115252,0.019473609
Droj2,FBgn0038145,0.83603716,0.019476405
Lcp65Ag2,FBgn0020637,0.495607338,0.019626676
RhoGAP92B,FBgn0038747,0.019390579,0.019627256
Rbm13,FBgn0030067,0.425968211,0.019649602
CG7974,FBgn0035254,0.152508325,0.019661816
Nha2,FBgn0263390,0.919644847,0.019719471
pic,FBgn0260962,0.011415802,0.019736548
CR43685,FBgn0263768,0.094483025,0.019765334
for,FBgn0000721,0.301446581,0.019777744
Obp19d,FBgn0011280,0.903880942,0.01978598
cin,FBgn0000316,0.263831107,0.019887428
CadN2,FBgn0262018,0.004012446,0.02000525
CG32052,FBgn0044328,0.204345004,0.020007167
fid,FBgn0259146,0.510378125,0.020012163
cert,FBgn0027569,0.15291512,0.02002283
CG11737,FBgn0037592,0.01239294,0.020058406
Mmp2,FBgn0033438,0.902996969,0.020091098
TM9SF2,FBgn0032880,0.832402065,0.020103061
Cyp4d21,FBgn0031925,0.978556745,0.020107654
CG43980,FBgn0264711,0.294966289,0.02017785
CG13856,FBgn0038959,0.919875236,0.02022912
CG8931,FBgn0030717,0.978404914,0.020276483
FeCH,FBgn0266268,0.791244522,0.020278144
CG4282,FBgn0034114,0.810075199,0.020292883
Cngl,FBgn0263257,0.029450925,0.020348613
CG34228,FBgn0085257,0.045582219,0.020350019
Sod3,FBgn0033631,0.000660715,0.020377464
CG30271,FBgn0050271,0.033854813,0.020441996
CG7099,FBgn0032517,0.271545381,0.020527484
Fs(2)Ket,FBgn0262743,0.322606526,0.020622322
Dd,FBgn0029067,0.089960136,0.020685073
Srp72,FBgn0038810,0.010824267,0.020813801
CG8379,FBgn0037638,0.988178426,0.02088402
Wnt6,FBgn0031902,0.129940076,0.02092289
CG9775,FBgn0037261,0.96576792,0.021009692
Cbs,FBgn0031148,0.061817967,0.021157017
CG5199,FBgn0036994,0.852497894,0.021159315
so,FBgn0003460,0.609011518,0.021335921
SIDL,FBgn0038303,0.147281386,0.021339997
Sgf29,FBgn0050390,0.612411412,0.021406858
FASN1,FBgn0283427,0.696210002,0.021543397
luna,FBgn0040765,0.675899892,0.021556641
Xrp1,FBgn0261113,0.999989443,0.02160374
CG14275,FBgn0032022,0.051351791,0.021662447
CG3437,FBgn0035998,0.72215025,0.021676487
CG4374,FBgn0039078,0.841298746,0.021733076
PPO2,FBgn0033367,0.957125221,0.021824873
CG42402,FBgn0259821,0.247520191,0.02190664
CG9773,FBgn0037609,0.287863228,0.021909402
RpL5,FBgn0064225,0.039474215,0.022113503
beta-Man,FBgn0037215,0.631909323,0.022195772
Tudor-SN,FBgn0035121,0.766522629,0.022242743
SA,FBgn0020616,0.018301379,0.022346242
Cdk2,FBgn0004107,0.461243027,0.02236359
Meics,FBgn0025874,0.783756686,0.022372204
MRG15,FBgn0027378,0.803048855,0.022396528
CG17544,FBgn0032775,0.568264111,0.022439202
Myo10A,FBgn0263705,0.149449766,0.022506669
CG5498,FBgn0027565,0.127677291,0.022519149
CG32698,FBgn0052698,0.789307697,0.022537384
CG10209,FBgn0033971,0.027894011,0.022610672
dap,FBgn0010316,0.821203286,0.022636887
CG30427,FBgn0043792,0.339783391,0.022661568
CG30187,FBgn0050187,0.578771105,0.0227367
AnxB10,FBgn0000084,0.435584455,0.022747546
CR44111,FBgn0264942,0.70905444,0.022757236
unc79,FBgn0038693,0.942010098,0.022777794
okr,FBgn0002989,0.373243892,0.022847694
CG33970,FBgn0053970,0.97855235,0.022854255
CG11951,FBgn0039656,0.931742244,0.022857472
PH4alphaEFB,FBgn0039776,0.957979898,0.022872251
PIP5K59B,FBgn0034789,0.364355618,0.02287469
mts,FBgn0004177,0.974400072,0.022898985
CG10553,FBgn0039324,0.104663558,0.022940162
CG14881,FBgn0038425,0.029646801,0.022978079
SK,FBgn0029761,0.418715946,0.023048221
Myd88,FBgn0033402,0.767969847,0.023075994
CG42668,FBgn0261550,0.977445679,0.023176862
YL-1,FBgn0032321,0.2496379,0.023213287
Nak,FBgn0015772,0.310399949,0.023245409
Bub1,FBgn0031696,0.10035262,0.02326333
CG8910,FBgn0025833,0.207059849,0.023263441
Cyp309a1,FBgn0031432,0.786912789,0.023274981
CG30419,FBgn0050419,0.031557553,0.023348706
Not11,FBgn0034963,0.391531864,0.023393571
Rpt4,FBgn0028685,0.349719416,0.023506543
CG11041,FBgn0034481,0.201560874,0.02354324
osa,FBgn0261885,0.834151752,0.023550374
miple2,FBgn0029002,0.037525628,0.023570415
CG1637,FBgn0030245,0.865455176,0.023582255
Dsp1,FBgn0278608,0.0453908,0.023582788
CG3838,FBgn0032130,0.241302838,0.023918802
BicD,FBgn0000183,0.798523549,0.023981091
glo,FBgn0259139,0.021076151,0.024066518
REPTOR,FBgn0039209,0.035266352,0.024183821
CG11284,FBgn0030056,0.54627896,0.024270187
Dark,FBgn0263864,0.417740024,0.024327147
CG16953,FBgn0038809,0.397627127,0.024344295
Mob3,FBgn0259482,0.063780573,0.024382608
nopo,FBgn0034314,0.46640537,0.024384346
Zip102B,FBgn0039902,0.07398714,0.024398011
drm,FBgn0024244,0.383666954,0.024443552
CG30463,FBgn0050463,0.680963555,0.02446021
CG11317,FBgn0039816,0.085145869,0.024480675
CG11399,FBgn0037021,0.143379231,0.024492563
CheA7a,FBgn0029948,3.30015E-05,0.024519653
CG32512,FBgn0052512,0.003019563,0.024541989
bon,FBgn0023097,0.448010925,0.024572426
CG7456,FBgn0032258,0.172965548,0.02471662
Asx,FBgn0261823,0.611237253,0.024727355
NimB2,FBgn0028543,0.932258773,0.0247424
CG6565,FBgn0032513,0.932258773,0.0247424
AIMP3,FBgn0050185,0.932258773,0.0247424
AttA,FBgn0012042,0.521827116,0.024803749
IntS10,FBgn0035462,0.250668491,0.024822873
CG1315,FBgn0026565,0.340593812,0.024969754
CG7430,FBgn0036762,0.074728154,0.025016254
CG12512,FBgn0031703,0.994579977,0.025034868
CG18003,FBgn0061356,0.414026145,0.025077933
CG17652,FBgn0031361,0.479639386,0.025103259
Rrp47,FBgn0030711,0.094134445,0.025109918
Tsp42Ek,FBgn0033133,0.167291348,0.025118691
CG45002,FBgn0266354,0.865465958,0.02513333
Ranbp16,FBgn0053180,0.987434055,0.025142157
CG42239,FBgn0250868,0.008304883,0.025212118
CG42259,FBgn0266569,0.339583642,0.025266273
papi,FBgn0031401,0.739568779,0.025300283
CG5886,FBgn0039379,0.20490364,0.025333224
Cad86C,FBgn0261053,0.409525648,0.025423177
Galphaf,FBgn0010223,0.751197096,0.025431571
Nup43,FBgn0038609,0.011533713,0.025552202
CG1441,FBgn0033464,0.45504251,0.025556105
tun,FBgn0034046,0.024982594,0.025557689
hpRNA:CR32207,FBgn0052207,0.983088964,0.025569738
Trf4-1,FBgn0030049,0.946501035,0.025661622
CkIIalpha-i3,FBgn0025676,0.002027962,0.025686864
Ugt37b1,FBgn0026755,0.949399671,0.025787012
CG32392,FBgn0052392,0.368205109,0.025803811
5-HT1B,FBgn0263116,0.652067847,0.025875073
CG15760,FBgn0030508,0.718588945,0.025899607
CR44129,FBgn0264960,0.150360985,0.025911468
Fak,FBgn0020440,0.395287718,0.025963875
CG12713,FBgn0036536,0.103219974,0.025987113
Trf,FBgn0010287,0.232787635,0.026051855
CG8950,FBgn0034186,0.841855064,0.026130047
Ptpa,FBgn0016698,0.770266011,0.026215795
CG17806,FBgn0038548,0.915223122,0.026298573
Drat,FBgn0033188,0.012473132,0.026315938
tefu,FBgn0045035,0.431064431,0.026395213
sr,FBgn0003499,0.809167573,0.026405329
LamC,FBgn0010397,0.617741123,0.026452182
QC,FBgn0052412,0.997851557,0.026469192
CG2321,FBgn0039663,0.038331629,0.026571385
Pect,FBgn0032482,0.862961138,0.026665265
l(1)G0045,FBgn0026702,0.957047642,0.026691443
Idh3b,FBgn0038922,0.565389837,0.02672115
PDCD-5,FBgn0036580,0.000359467,0.026735236
CG42795,FBgn0261928,0.676955914,0.026777726
Usp20-33,FBgn0033916,0.62249546,0.026805436
Klp10A,FBgn0030268,0.995417309,0.02689879
CG6484,FBgn0034247,0.911852119,0.026904154
CG15097,FBgn0034396,0.422996095,0.026964224
Sec10,FBgn0266673,0.071681861,0.026970612
St3,FBgn0265052,0.764669248,0.027040087
Zn72D,FBgn0263603,0.440581872,0.027192688
CG17803,FBgn0038547,0.028823531,0.02722654
CR45262,FBgn0266800,0.508253314,0.027234194
CG9876,FBgn0034821,0.22881471,0.027285534
HP5,FBgn0030301,0.234842107,0.027392551
MESR3,FBgn0032694,0.180446153,0.027442684
CG8031,FBgn0038110,0.040031932,0.02746197
Ugt35b,FBgn0026314,0.06357445,0.027560089
CCT6,FBgn0027329,0.06357445,0.027560089
CG7382,FBgn0031708,0.06357445,0.027560089
elm,FBgn0037358,0.06357445,0.027560089
CG9467,FBgn0037758,0.06357445,0.027560089
Nup58,FBgn0038722,0.06357445,0.027560089
ATbp,FBgn0039946,0.06357445,0.027560089
CG6115,FBgn0040985,0.06357445,0.027560089
beat-Ic,FBgn0028644,0.925974454,0.02760615
Abi,FBgn0020510,0.670840091,0.027662348
CG5819,FBgn0034717,0.142716414,0.027681375
CG12038,FBgn0035179,0.679580591,0.027722289
Hrd3,FBgn0028475,0.914049566,0.027723937
CG6744,FBgn0037901,0.035548587,0.027733769
CG14135,FBgn0036193,0.052575585,0.027747333
mura,FBgn0037705,0.517718028,0.027866305
gprs,FBgn0024232,0.433153647,0.027878355
AstA-R1,FBgn0266429,0.804295886,0.027910492
Plod,FBgn0036147,0.018501832,0.027921585
CG7630,FBgn0040793,0.429880674,0.028045466
Nrg,FBgn0264975,0.221789534,0.028054834
CG31809,FBgn0051809,0.630365478,0.028131952
CG43902,FBgn0264503,0.752121077,0.028151783
CG31675,FBgn0051675,0.241172188,0.028226907
CG2681,FBgn0024997,0.467623325,0.028299485
CG11897,FBgn0039644,0.244711919,0.028302731
Kdm4A,FBgn0033233,0.087671236,0.028460207
CG14441,FBgn0029895,0.955815902,0.028551371
Sf3a1,FBgn0266917,0.984279132,0.02860618
CG15347,FBgn0030040,0.075124491,0.028721096
Trc8,FBgn0039668,0.59225199,0.029095178
CG9727,FBgn0037445,0.62977997,0.029274296
Psf2,FBgn0261976,0.775645801,0.029324181
Gprk2,FBgn0261988,0.678816737,0.029333406
CG11857,FBgn0039303,0.031837263,0.029350846
Pkc53E,FBgn0003091,0.956889501,0.029463251
CG32767,FBgn0052767,0.3110384,0.029491622
dare,FBgn0015582,0.81653504,0.029524167
Fsn,FBgn0043010,0.948367313,0.029543735
CG42672,FBgn0261554,0.953576424,0.029555237
CG17111,FBgn0039048,0.797139266,0.029559008
alphaTub84B,FBgn0003884,5.92E-06,0.029579602
nAChRalpha4,FBgn0266347,0.27175925,0.029611222
Pfdn6,FBgn0036918,0.743280397,0.029661058
CG31793,FBgn0051793,0.305313973,0.029722239
CG4267,FBgn0264979,0.083761966,0.029754324
CG5599,FBgn0030612,0.292551894,0.02977723
TyrR,FBgn0038542,0.718055856,0.029901421
CG8417,FBgn0037744,0.687519653,0.029963299
Stt3A,FBgn0031149,0.031712585,0.029974211
Ids,FBgn0035445,0.317152302,0.030150033
S1P,FBgn0037105,0.324024154,0.030276432
MFS14,FBgn0010651,0.942093035,0.030285439
CG34342,FBgn0085371,0.336595519,0.03035503
CG31191,FBgn0051191,0.70564115,0.030401915
CG7720,FBgn0038652,0.646430691,0.030442591
vig,FBgn0024183,0.375826138,0.030471818
CG9616,FBgn0038214,0.120632867,0.030506988
lawc,FBgn0262976,0.025232084,0.030579732
CG5569,FBgn0034919,0.983205645,0.030622045
bnl,FBgn0014135,0.914114651,0.0306724
Hydr2,FBgn0014906,0.467796787,0.030673881
CG8303,FBgn0034143,0.303251131,0.030714973
CG15021,FBgn0035544,0.457733009,0.030717269
CG12836,FBgn0033140,0.197624859,0.030745808
CG1698,FBgn0033443,0.17795764,0.030758235
qkr58E-3,FBgn0022984,0.623428884,0.030981281
mRpL49,FBgn0030433,0.584864231,0.03102091
CG12129,FBgn0033475,0.390189638,0.031084891
Cht2,FBgn0022702,0.614237858,0.031178944
l(3)07882,FBgn0010926,0.500051127,0.03132513
Gmd,FBgn0031661,0.614797696,0.031355654
CG14372,FBgn0038156,0.13798695,0.031386832
Zif,FBgn0037446,0.541375228,0.031404233
gammaTub23C,FBgn0260639,0.002775254,0.031593803
CG14669,FBgn0037326,0.182814962,0.031674491
Efa6,FBgn0051158,0.864891803,0.031731718
CG4577,FBgn0031306,0.367591643,0.031809912
mxt,FBgn0031637,0.987048146,0.031901644
scaf6,FBgn0261872,0.004408625,0.031921461
Invadolysin,FBgn0086359,0.307656489,0.031968204
CG5608,FBgn0038058,0.644878372,0.032042968
CG14964,FBgn0035410,0.668595596,0.032043285
zld,FBgn0259789,0.514080274,0.032296057
MSBP,FBgn0030703,0.477351532,0.0324975
coil,FBgn0033265,0.473136046,0.032516804
Tre1,FBgn0046687,0.658990914,0.032600565
CG10481,FBgn0032827,0.512042176,0.032620089
LManI,FBgn0032253,0.008046884,0.032635376
CG13126,FBgn0032168,0.002572369,0.032645576
CG13123,FBgn0032150,0.0518153,0.032675837
SRPK,FBgn0026370,0.533421507,0.032786475
Dronc,FBgn0026404,0.182721658,0.032871071
CG3797,FBgn0036842,0.27480891,0.032877052
CG13659,FBgn0039319,0.383182857,0.03319734
Exo84,FBgn0266668,0.179922655,0.033209182
Src64B,FBgn0262733,0.942749447,0.033239463
MED4,FBgn0035754,0.614728184,0.03326595
Prx2540-1,FBgn0033520,0.099800314,0.033291274
Oatp33Ea,FBgn0032433,0.226660167,0.033344606
CG2698,FBgn0037536,0.679803883,0.033405039
Sh3beta,FBgn0035772,0.622734048,0.033409259
CG3764,FBgn0036684,0.603305672,0.033450491
Pep,FBgn0004401,0.128797055,0.033560629
alpha-Man-IIa,FBgn0011740,0.979463453,0.033708827
CG32758,FBgn0052758,0.924210677,0.033768705
Mis12,FBgn0035725,0.447406715,0.033791752
CG17270,FBgn0038828,0.679579362,0.033868227
CG13229,FBgn0033579,0.448097187,0.033974361
Abl,FBgn0000017,0.460419738,0.034010024
CG15666,FBgn0034622,0.599008018,0.03403818
CG3513,FBgn0031559,0.346441182,0.034086061
